Random Generator,bet,02-2010,04-2010,06-2010,08-2010,10-2010,12-2010,02-2011,04-2011,06-2011,08-2011,10-2011,12-2011,02-2012,04-2012,06-2012,08-2012,10-2012,12-2012,02-2013,04-2013,06-2013,08-2013,10-2013,12-2013,02-2014,04-2014,06-2014,08-2014,10-2014,12-2014,02-2015,04-2015,06-2015,08-2015,10-2015,12-2015,02-2016,04-2016,06-2016,08-2016,10-2016,12-2016,02-2017,04-2017,06-2017,08-2017,10-2017,12-2017,02-2018,04-2018,06-2018,08-2018,10-2018,12-2018,02-2019,04-2019,06-2019,08-2019,10-2019,12-2019
5202,0.19357047795783702,0.3911290322580645,0.4,0.38188976377952755,0.4330708661417323,0.4302788844621514,0.3745019920318725,0.3333333333333333,0.3147410358565737,0.2727272727272727,0.25984251968503935,0.2490118577075099,0.25301204819277107,0.2892561983471074,0.25203252032520324,0.24206349206349206,0.2261904761904762,0.20948616600790515,0.184,0.1553784860557769,0.15079365079365079,0.13306451612903225,0.14056224899598393,0.14741035856573706,0.14919354838709678,0.128,0.10931174089068826,0.08097165991902834,0.09917355371900827,0.09583333333333334,0.1,0.10775862068965517,0.11814345991561181,0.09745762711864407,0.11538461538461539,0.1072961373390558,0.12173913043478261,0.12280701754385964,0.14782608695652175,0.14035087719298245,0.17777777777777778,0.20353982300884957,0.20512820512820512,0.1939655172413793,0.18803418803418803,0.1782608695652174,0.16033755274261605,0.16182572614107885,0.16317991631799164,0.1646090534979424,0.1510204081632653,0.14112903225806453,0.11693548387096774,0.11507936507936507,0.12301587301587301,0.12,0.10483870967741936,0.09561752988047809,0.09881422924901186,0.07539682539682539,0.08433734939759036
5986,0.157403970870655,0.3319838056680162,0.3347107438016529,0.36475409836065575,0.371900826446281,0.37037037037037035,0.4090909090909091,0.4008438818565401,0.3418803418803419,0.3218884120171674,0.256198347107438,0.216,0.16666666666666666,0.1383399209486166,0.12307692307692308,0.10112359550561797,0.09056603773584905,0.09848484848484848,0.09363295880149813,0.0959409594095941,0.08487084870848709,0.06884057971014493,0.07971014492753623,0.07636363636363637,0.07971014492753623,0.07581227436823104,0.08098591549295775,0.08185053380782918,0.06909090909090909,0.08823529411764706,0.09124087591240876,0.07835820895522388,0.07116104868913857,0.055762081784386616,0.05128205128205128,0.03296703296703297,0.02197802197802198,0.01098901098901099,0.003663003663003663,0.011029411764705883,0.014705882352941176,0.014598540145985401,0.01858736059479554,0.014814814814814815,0.015151515151515152,0.011538461538461539,0.015444015444015444,0.011673151750972763,0.007722007722007722,0.003816793893129771,0.007518796992481203,0.011194029850746268,0.022304832713754646,0.02952029520295203,0.03296703296703297,0.03308823529411765,0.03636363636363636,0.03571428571428571,0.03237410071942446,0.04744525547445255,0.04797047970479705
8366,0.171243463410065,0.3442622950819672,0.3347107438016529,0.375,0.3483606557377049,0.4016393442622951,0.4024896265560166,0.3458333333333333,0.30991735537190085,0.25833333333333336,0.19421487603305784,0.17647058823529413,0.14767932489451477,0.1125,0.0823045267489712,0.07024793388429752,0.07851239669421488,0.07883817427385892,0.0823045267489712,0.08333333333333333,0.07883817427385892,0.0759493670886076,0.0423728813559322,0.04329004329004329,0.04824561403508772,0.04405286343612335,0.03524229074889868,0.03463203463203463,0.04741379310344827,0.039301310043668124,0.03587443946188341,0.03587443946188341,0.03139013452914798,0.021834061135371178,0.017777777777777778,0.02727272727272727,0.0319634703196347,0.027149321266968326,0.02727272727272727,0.027649769585253458,0.03153153153153153,0.03225806451612903,0.0365296803652968,0.0319634703196347,0.018518518518518517,0.02358490566037736,0.018779342723004695,0.028708133971291867,0.01904761904761905,0.023474178403755867,0.04186046511627907,0.0514018691588785,0.06542056074766354,0.07476635514018691,0.09259259259259259,0.10267857142857142,0.09777777777777778,0.09170305676855896,0.1038961038961039,0.10869565217391304,0.10822510822510822
2307,0.160960944992257,0.5336134453781513,0.4723404255319149,0.461864406779661,0.47950819672131145,0.5217391304347826,0.515625,0.4880952380952381,0.3815261044176707,0.291497975708502,0.24096385542168675,0.2248995983935743,0.2421875,0.17391304347826086,0.15139442231075698,0.13545816733067728,0.14741035856573706,0.164,0.1746031746031746,0.15476190476190477,0.136,0.12156862745098039,0.10441767068273092,0.08064516129032258,0.060240963855421686,0.06827309236947791,0.060240963855421686,0.056,0.04819277108433735,0.044,0.06048387096774194,0.06097560975609756,0.052,0.051587301587301584,0.060240963855421686,0.05952380952380952,0.06349206349206349,0.068,0.07723577235772358,0.06477732793522267,0.07539682539682539,0.07936507936507936,0.07480314960629922,0.08300395256916997,0.06274509803921569,0.058823529411764705,0.050387596899224806,0.0392156862745098,0.03515625,0.0311284046692607,0.02734375,0.011811023622047244,0.012048192771084338,0.01639344262295082,0.02,0.03571428571428571,0.04032258064516129,0.04296875,0.05928853754940711,0.08906882591093117,0.09274193548387097
835,0.11276728850207302,0.3305439330543933,0.3008474576271186,0.288135593220339,0.27310924369747897,0.24896265560165975,0.23045267489711935,0.21862348178137653,0.20242914979757085,0.16532258064516128,0.1566265060240964,0.14112903225806453,0.13043478260869565,0.13333333333333333,0.09486166007905138,0.08870967741935484,0.0975609756097561,0.10040160642570281,0.0975609756097561,0.0823045267489712,0.07053941908713693,0.06910569105691057,0.06097560975609756,0.06584362139917696,0.08163265306122448,0.08298755186721991,0.075,0.07851239669421488,0.07317073170731707,0.068,0.06882591093117409,0.05622489959839357,0.05668016194331984,0.04417670682730924,0.053497942386831275,0.040983606557377046,0.05714285714285714,0.06694560669456066,0.07531380753138076,0.06198347107438017,0.05668016194331984,0.05263157894736842,0.04878048780487805,0.05179282868525897,0.0398406374501992,0.036885245901639344,0.02880658436213992,0.024793388429752067,0.024489795918367346,0.024193548387096774,0.020161290322580645,0.01606425702811245,0.016,0.0078125,0.015810276679841896,0.023622047244094488,0.023809523809523808,0.022813688212927757,0.022727272727272728,0.022813688212927757,0.022900763358778626
6762,0.18883683513267896,0.47560975609756095,0.45714285714285713,0.4426229508196721,0.4177215189873418,0.35319148936170214,0.358974358974359,0.3537117903930131,0.3148936170212766,0.225531914893617,0.19230769230769232,0.1589958158995816,0.15040650406504066,0.13414634146341464,0.11522633744855967,0.08502024291497975,0.06910569105691057,0.08163265306122448,0.06882591093117409,0.06072874493927125,0.0642570281124498,0.06557377049180328,0.06584362139917696,0.0743801652892562,0.07112970711297072,0.0625,0.07053941908713693,0.06808510638297872,0.06437768240343347,0.07296137339055794,0.06837606837606838,0.06302521008403361,0.07468879668049792,0.07818930041152264,0.08502024291497975,0.08433734939759036,0.08906882591093117,0.09465020576131687,0.09583333333333334,0.09623430962343096,0.08571428571428572,0.08943089430894309,0.07142857142857142,0.05511811023622047,0.047244094488188976,0.043137254901960784,0.04296875,0.04669260700389105,0.06201550387596899,0.050980392156862744,0.05533596837944664,0.07058823529411765,0.07569721115537849,0.08433734939759036,0.08906882591093117,0.0967741935483871,0.128,0.13360323886639677,0.1700404858299595,0.18548387096774194,0.24096385542168675
8712,0.0972161080513615,0.32170542635658916,0.3204633204633205,0.32558139534883723,0.32567049808429116,0.3230769230769231,0.33076923076923076,0.30115830115830117,0.25287356321839083,0.24334600760456274,0.21374045801526717,0.16917293233082706,0.13533834586466165,0.10989010989010989,0.08633093525179857,0.06093189964157706,0.04659498207885305,0.03900709219858156,0.03571428571428571,0.036231884057971016,0.033210332103321034,0.037037037037037035,0.033210332103321034,0.026022304832713755,0.03296703296703297,0.029411764705882353,0.02564102564102564,0.029304029304029304,0.02631578947368421,0.022388059701492536,0.01509433962264151,0.011494252873563218,0.0038022813688212928,0.007518796992481203,0.003745318352059925,0.003745318352059925,0.0,0.0,0.0,0.003861003861003861,0.0038461538461538464,0.0038314176245210726,0.007722007722007722,0.011494252873563218,0.01171875,0.01937984496124031,0.01893939393939394,0.019083969465648856,0.01532567049808429,0.015444015444015444,0.01953125,0.012048192771084338,0.01646090534979424,0.01680672268907563,0.01646090534979424,0.016597510373443983,0.020833333333333332,0.02510460251046025,0.02880658436213992,0.03347280334728033,0.038135593220338986
6734,0.149932856479427,0.42738589211618255,0.4117647058823529,0.3925619834710744,0.3868312757201646,0.401673640167364,0.4435146443514644,0.3739495798319328,0.32489451476793246,0.24481327800829875,0.1700404858299595,0.1646586345381526,0.11857707509881422,0.10276679841897234,0.1062992125984252,0.09448818897637795,0.10080645161290322,0.09795918367346938,0.08368200836820083,0.06694560669456066,0.0625,0.04583333333333333,0.05106382978723404,0.059322033898305086,0.075,0.07172995780590717,0.07563025210084033,0.06694560669456066,0.0743801652892562,0.08264462809917356,0.10743801652892562,0.100418410041841,0.1059322033898305,0.09282700421940929,0.07296137339055794,0.05217391304347826,0.06086956521739131,0.043668122270742356,0.043478260869565216,0.0425531914893617,0.07024793388429752,0.08196721311475409,0.0942622950819672,0.11618257261410789,0.1111111111111111,0.10572687224669604,0.1222707423580786,0.12931034482758622,0.14655172413793102,0.14163090128755365,0.14224137931034483,0.13559322033898305,0.12340425531914893,0.11538461538461539,0.13135593220338984,0.1206896551724138,0.11440677966101695,0.11440677966101695,0.1016949152542373,0.09787234042553192,0.07142857142857142
6641,0.0982987744733691,0.22943722943722944,0.22844827586206898,0.225531914893617,0.27385892116182575,0.27848101265822783,0.28936170212765955,0.24242424242424243,0.20851063829787234,0.15879828326180256,0.11353711790393013,0.07327586206896551,0.056768558951965066,0.0391304347826087,0.030303030303030304,0.029535864978902954,0.021551724137931036,0.021551724137931036,0.03361344537815126,0.02109704641350211,0.02109704641350211,0.021551724137931036,0.03056768558951965,0.02608695652173913,0.03404255319148936,0.0425531914893617,0.04741379310344827,0.038135593220338986,0.04132231404958678,0.044897959183673466,0.03278688524590164,0.03319502074688797,0.029535864978902954,0.02510460251046025,0.02127659574468085,0.025423728813559324,0.02575107296137339,0.025974025974025976,0.02654867256637168,0.013636363636363636,0.004524886877828055,0.004524886877828055,0.008888888888888889,0.00881057268722467,0.01293103448275862,0.016877637130801686,0.012605042016806723,0.012396694214876033,0.028925619834710745,0.036734693877551024,0.04219409282700422,0.03319502074688797,0.03305785123966942,0.029045643153526972,0.03292181069958848,0.03292181069958848,0.024793388429752067,0.024896265560165973,0.02575107296137339,0.03070175438596491,0.034334763948497854
6284,0.0922816593258176,0.2682926829268293,0.2809917355371901,0.23673469387755103,0.24180327868852458,0.2388663967611336,0.27049180327868855,0.22857142857142856,0.23481781376518218,0.2145748987854251,0.18775510204081633,0.15289256198347106,0.13580246913580246,0.09663865546218488,0.06751054852320675,0.0502092050209205,0.04583333333333333,0.046218487394957986,0.037815126050420166,0.03056768558951965,0.03508771929824561,0.0379746835443038,0.03361344537815126,0.037815126050420166,0.046218487394957986,0.058823529411764705,0.046413502109704644,0.04149377593360996,0.04184100418410042,0.04564315352697095,0.046610169491525424,0.03829787234042553,0.03896103896103896,0.025974025974025976,0.01762114537444934,0.017316017316017316,0.013157894736842105,0.013157894736842105,0.013574660633484163,0.00909090909090909,0.004484304932735426,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.004048582995951417,0.0040650406504065045,0.004048582995951417,0.007936507936507936,0.01195219123505976,0.015810276679841896,0.027559055118110236,0.03543307086614173,0.03968253968253968,0.03937007874015748
7891,0.131793842703337,0.39552238805970147,0.40076335877862596,0.41762452107279696,0.4068441064638783,0.3861003861003861,0.4099616858237548,0.35294117647058826,0.3127413127413127,0.277992277992278,0.25,0.21839080459770116,0.1856060606060606,0.16417910447761194,0.14338235294117646,0.14869888475836432,0.16044776119402984,0.17045454545454544,0.155893536121673,0.13846153846153847,0.1346153846153846,0.12307692307692308,0.11320754716981132,0.12643678160919541,0.14396887159533073,0.12549019607843137,0.10196078431372549,0.09411764705882353,0.10714285714285714,0.11904761904761904,0.13877551020408163,0.15261044176706828,0.15725806451612903,0.13877551020408163,0.12195121951219512,0.08835341365461848,0.09795918367346938,0.09166666666666666,0.07851239669421488,0.06882591093117409,0.056910569105691054,0.04878048780487805,0.05668016194331984,0.05668016194331984,0.044897959183673466,0.036290322580645164,0.045081967213114756,0.0502092050209205,0.0502092050209205,0.04219409282700422,0.04219409282700422,0.03404255319148936,0.02531645569620253,0.017316017316017316,0.02109704641350211,0.02100840336134454,0.012396694214876033,0.012448132780082987,0.012295081967213115,0.0199203187250996,0.03557312252964427
9798,0.18849642938585,0.42916666666666664,0.37662337662337664,0.3983402489626556,0.35833333333333334,0.34710743801652894,0.36554621848739494,0.31950207468879666,0.26556016597510373,0.2127659574468085,0.17372881355932204,0.19166666666666668,0.21074380165289255,0.21991701244813278,0.2024793388429752,0.17479674796747968,0.1440329218106996,0.15163934426229508,0.14344262295081966,0.13025210084033614,0.11203319502074689,0.10460251046025104,0.07531380753138076,0.05106382978723404,0.04721030042918455,0.046610169491525424,0.04979253112033195,0.0502092050209205,0.0502092050209205,0.046610169491525424,0.07983193277310924,0.0759493670886076,0.07264957264957266,0.06926406926406926,0.0782608695652174,0.0611353711790393,0.04782608695652174,0.021834061135371178,0.017543859649122806,0.013043478260869565,0.008695652173913044,0.004347826086956522,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.00904977375565611,0.01809954751131222,0.017857142857142856,0.02262443438914027,0.03111111111111111,0.04405286343612335,0.048458149779735685,0.05309734513274336,0.06986899563318777,0.06086956521739131,0.06306306306306306,0.06756756756756757,0.07079646017699115
2495,0.0968563681817614,0.24521072796934865,0.2567049808429119,0.2835249042145594,0.2943396226415094,0.3068181818181818,0.3258426966292135,0.3169811320754717,0.2988505747126437,0.26153846153846155,0.21374045801526717,0.17803030303030304,0.13026819923371646,0.08461538461538462,0.05747126436781609,0.05078125,0.05511811023622047,0.058823529411764705,0.06719367588932806,0.05426356589147287,0.050980392156862744,0.058365758754863814,0.06614785992217899,0.0703125,0.08627450980392157,0.10358565737051793,0.0992063492063492,0.08984375,0.08560311284046693,0.07692307692307693,0.06870229007633588,0.0648854961832061,0.04263565891472868,0.03162055335968379,0.035856573705179286,0.040160642570281124,0.052,0.05138339920948617,0.05179282868525897,0.054901960784313725,0.038314176245210725,0.0299625468164794,0.03345724907063197,0.026615969581749048,0.026515151515151516,0.022813688212927757,0.026717557251908396,0.03018867924528302,0.022556390977443608,0.022727272727272728,0.022641509433962263,0.02681992337164751,0.026415094339622643,0.03435114503816794,0.05,0.046153846153846156,0.045283018867924525,0.04868913857677903,0.03731343283582089,0.04477611940298507,0.056179775280898875
2643,0.213419444300234,0.45925925925925926,0.47924528301886793,0.4524714828897338,0.38721804511278196,0.421875,0.41338582677165353,0.39453125,0.38846153846153847,0.3178294573643411,0.24615384615384617,0.22900763358778625,0.22433460076045628,0.21755725190839695,0.17374517374517376,0.16015625,0.11153846153846154,0.11153846153846154,0.1220472440944882,0.11764705882352941,0.10276679841897234,0.10080645161290322,0.15261044176706828,0.16666666666666666,0.1796875,0.18532818532818532,0.15444015444015444,0.1532567049808429,0.1517509727626459,0.12547528517110265,0.13257575757575757,0.12121212121212122,0.13636363636363635,0.15267175572519084,0.15355805243445692,0.183206106870229,0.19776119402985073,0.19011406844106463,0.15891472868217055,0.13636363636363635,0.13011152416356878,0.12030075187969924,0.10943396226415095,0.09961685823754789,0.08333333333333333,0.09923664122137404,0.08203125,0.08627450980392157,0.1111111111111111,0.12096774193548387,0.08979591836734693,0.07883817427385892,0.0778688524590164,0.08163265306122448,0.08870967741935484,0.08267716535433071,0.07142857142857142,0.06692913385826772,0.06589147286821706,0.07662835249042145,0.08679245283018867
5206,0.13415821819216903,0.21794871794871795,0.22317596566523606,0.23076923076923078,0.26521739130434785,0.29464285714285715,0.3169642857142857,0.3022222222222222,0.2610619469026549,0.20444444444444446,0.17410714285714285,0.1572052401746725,0.12389380530973451,0.1111111111111111,0.08597285067873303,0.05909090909090909,0.05069124423963134,0.037383177570093455,0.023148148148148147,0.013953488372093023,0.0091324200913242,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.00847457627118644,0.008733624454148471,0.004347826086956522,0.008658008658008658,0.013043478260869565,0.013100436681222707,0.012875536480686695,0.017316017316017316,0.017391304347826087,0.013100436681222707,0.008658008658008658,0.008771929824561403,0.00881057268722467,0.004329004329004329,0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.004310344827586207,0.004329004329004329,0.008658008658008658,0.013333333333333334,0.013100436681222707
