"IUID","Endemicity","Prev_Year2012","Prev_Year2013","Prev_Year2014","Prev_Year2015","Prev_Year2016","Prev_Year2017","Prev_Year2018","Lower_Bound_Year2012","Lower_Bound_Year2013","Lower_Bound_Year2014","Lower_Bound_Year2015","Lower_Bound_Year2016","Lower_Bound_Year2017","Lower_Bound_Year2018","Upper_Bound_Year2012","Upper_Bound_Year2013","Upper_Bound_Year2014","Upper_Bound_Year2015","Upper_Bound_Year2016","Upper_Bound_Year2017","Upper_Bound_Year2018"
"NAM34268","NA",0.0178628389154705,0.0138888888888889,0.0150384441429218,0.0151515151515152,0.0155048076923077,0.0162612374405077,0.0229885057471264,0,0,0,0,0,0,0,0.0604207436399217,0.0476764199655766,0.0634136382196815,0.0629166666666666,0.0821917808219178,0.0795366795366795,0.070626658501735
"NAM34271","NA",0.0161290322580645,0.0151515151515152,0.0151515151515152,0.0151515151515152,0.0151515151515152,0.0155048076923077,0.0169491525423729,0,0,0,0,0,0,0,0.0588235294117647,0.0469494047619048,0.0597554396691243,0.0563291139240506,0.0617283950617284,0.0681598062953995,0.065595340811044
"NAM34273","NA",0.0155048076923077,0.0138888888888889,0.0145993179880648,0.0147058823529412,0.0144927536231884,0.0141851106639839,0.0144927536231884,0,0,0,0,0,0,0,0.0588935574229692,0.0405405405405405,0.054445750097924,0.0534794520547945,0.0555555555555556,0.0588935574229692,0.0626602564102564
"NAM34290","NA",0.0150384441429218,0.0137937595129376,0.0144927536231884,0.0144927536231884,0.0144927536231884,0.0147058823529412,0.0160010240655402,0,0,0,0,0,0,0,0.0555555555555556,0.04,0.0540540540540541,0.0557142857142857,0.0556338028169014,0.06759047182776,0.065595340811044
"MRT31060","NA",0.0153846153846154,0.0138888888888889,0.0145993179880648,0.0151515151515152,0.0149286987522282,0.0155122655122655,0.0172465060957478,0,0,0,0,0,0,0,0.0548706240487062,0.0414639133101615,0.0625,0.0632911392405063,0.0579878665318504,0.0714285714285714,0.0660598413842826
"MRT31053","NA",0.0147058823529412,0.0136986301369863,0.0144927536231884,0.0142857142857143,0.0144927536231884,0.0144927536231884,0.0160010240655402,0,0,0,0,0,0,0,0.0534794520547945,0.043542199488491,0.0595415778251599,0.0535555555555555,0.0610508882866606,0.0666666666666667,0.0649989354907388
"MRT31043","NA",0.0144927536231884,0.0136060718252499,0.0144927536231884,0.0149286987522282,0.0144927536231884,0.0150384441429218,0.0169540229885057,0,0,0,0,0,0,0,0.0533333333333333,0.0405405405405405,0.0548706240487062,0.0540540540540541,0.057737030411449,0.0573109243697479,0.0625
"AGO02077","NA",0.0151515151515152,0.0139866979655712,0.0143892339544513,0.0147058823529412,0.0145993179880648,0.0144927536231884,0.0149286987522282,0,0,0,0,0,0,0,0.0547945205479452,0.0484367851151441,0.0625,0.0557142857142857,0.067660125879304,0.0716386554621849,0.065595340811044
"AGO02084","NA",0.0153846153846154,0.0138888888888889,0.0145993179880648,0.0143892339544513,0.0145993179880648,0.0162612374405077,0.0169491525423729,0,0,0,0,0,0,0,0.0580562659846547,0.0466991747936984,0.0606060606060606,0.0555555555555556,0.0581980094290204,0.064113475177305,0.0649350649350649
"AGO02115","NA",0.0151515151515152,0.0135135135135135,0.0144927536231884,0.0145993179880648,0.0142857142857143,0.0141851106639839,0.0149286987522282,0,0,0,0,0,0,0,0.0582079343365253,0.0386153846153846,0.0549488713100521,0.0575261324041812,0.0617283950617284,0.0593514328808446,0.0655737704918033
"MDG27913","NA",0.0151515151515152,0.0138888888888889,0.0145993179880648,0.0144927536231884,0.0143892339544513,0.0145993179880648,0.0160010240655402,0,0,0,0,0,0,0,0.0588935574229692,0.0435748792270531,0.0602774735304856,0.0535555555555555,0.0605660738190858,0.0714285714285714,0.0664569031273836
"CAF09659","NA",0.0153846153846154,0.0140845070422535,0.0145993179880648,0.0145993179880648,0.0145993179880648,0.0139866979655712,0.0144927536231884,0,0,0,0,0,0,0,0.0608946608946609,0.0447761194029851,0.070672268907563,0.0608745684695052,0.064489062031765,0.0761466381719546,0.0686860891375651
"ZMB53192","NA",0.0148156277436348,0.0137937595129376,0.0143892339544513,0.0147058823529412,0.0144927536231884,0.0148156277436348,0.0151515151515152,0,0,0,0,0,0,0,0.0573109243697479,0.0400540540540541,0.052773826458037,0.0520865800865801,0.0564734561213434,0.0555555555555556,0.0625
"ZMB53185","NA",0.0153846153846154,0.0141851106639839,0.0147058823529412,0.0157490079365079,0.0144927536231884,0.0163934426229508,0.0254787406686141,0,0,0,0,0,0,0,0.0692118226600985,0.0509750256585699,0.0618055555555556,0.0668493150684931,0.0726247987117552,0.0734485952454461,0.0656830601092896
"TCD10683","NA",0.0153846153846154,0.0138888888888889,0.0149253731343284,0.0150384441429218,0.0163934426229508,0.0166666666666667,0.0253205128205128,0,0,0,0,0,0,0,0.0588935574229692,0.0447928894851585,0.062049062049062,0.0612071627045384,0.0637002341920375,0.0714285714285714,0.072463768115942
"TCD10691","NA",0.0151515151515152,0.0135135135135135,0.0141851106639839,0.0142857142857143,0.0142857142857143,0.0140845070422535,0.0136986301369863,0,0,0,0,0,0,0,0.0501282051282051,0.0329564725833804,0.05,0.051948051948052,0.052773826458037,0.0588235294117647,0.0645161290322581
"TCD10726","NA",0.0149253731343284,0.0136986301369863,0.0139866979655712,0.0142857142857143,0.0144927536231884,0.0143892339544513,0.0172465060957478,0,0,0,0,0,0,0,0.0527017543859649,0.0363275888363581,0.0602774735304856,0.0533333333333333,0.0582957306490802,0.0657731501993797,0.0725703324808184
"TCD10728","NA",0.0145993179880648,0.0138888888888889,0.0138888888888889,0.0142857142857143,0.0138888888888889,0.0141851106639839,0.0142857142857143,0,0,0,0,0,0,0,0.0540540540540541,0.0320197044334975,0.0542042042042042,0.0513486513486513,0.0501282051282051,0.0588235294117647,0.0606993006993007
"TCD10745","NA",0.0144927536231884,0.0134234234234234,0.0139866979655712,0.0142857142857143,0.0138888888888889,0.0142857142857143,0.0151515151515152,0,0,0,0,0,0,0,0.0506978253813697,0.029990671641791,0.0512820512820513,0.0513486513486513,0.0541281007034432,0.0588235294117647,0.0649350649350649
"TCD10729","NA",0.0144927536231884,0.0136986301369863,0.0137937595129376,0.0142857142857143,0.0136986301369863,0.0135135135135135,0.0142857142857143,0,0,0,0,0,0,0,0.0528478731074261,0.0444776119402985,0.0579710144927536,0.0568506493506493,0.0603144284454893,0.0597208374875373,0.0662527798369162
"TCD10673","NA",0.0226342710997442,0.0140845070422535,0.0149253731343284,0.0142857142857143,0.0151515151515152,0.0149253731343284,0.0172465060957478,0,0,0,0,0,0,0,0.0599544072948328,0.0479204339963833,0.0649350649350649,0.0636286919831223,0.0598289042591918,0.0716386554621849,0.0646218931782126
"TCD10680","NA",0.0151515151515152,0.0137937595129376,0.0145993179880648,0.0147058823529412,0.0145993179880648,0.0165300546448087,0.0152680652680653,0,0,0,0,0,0,0,0.0657894736842105,0.0452367790676248,0.0606060606060606,0.0637002341920375,0.0716931216931217,0.0681598062953995,0.070523138832998
"TCD10684","NA",0.0149253731343284,0.0136986301369863,0.0141851106639839,0.0139866979655712,0.0142857142857143,0.0139866979655712,0.0142857142857143,0,0,0,0,0,0,0,0.0596320346320346,0.0441834942932397,0.0556338028169014,0.0540540540540541,0.0626329787234042,0.0687866927592955,0.0625
"TCD10685","NA",0.0145993179880648,0.0136060718252499,0.0141851106639839,0.0142857142857143,0.0142857142857143,0.0145993179880648,0.0151515151515152,0,0,0,0,0,0,0,0.0506978253813697,0.04,0.0528478731074261,0.051948051948052,0.0556338028169014,0.0678662642210355,0.065595340811044
"TCD10687","NA",0.0149253731343284,0.0137937595129376,0.0150384441429218,0.0152680652680653,0.0152680652680653,0.0153846153846154,0.0166666666666667,0,0,0,0,0,0,0,0.0579878665318504,0.0455067920585162,0.0606430155210643,0.0571428571428571,0.0632911392405063,0.0679613935969868,0.0649989354907388
"TCD10674","NA",0.0147058823529412,0.0135135135135135,0.0138888888888889,0.0145993179880648,0.0145993179880648,0.0150384441429218,0.0166712975826619,0,0,0,0,0,0,0,0.0534054054054054,0.0405405405405405,0.0548706240487062,0.0533333333333333,0.0548706240487062,0.0618846694796062,0.0634555318099622
"TCD10670","NA",0.0153846153846154,0.0138888888888889,0.0153846153846154,0.0153846153846154,0.0144927536231884,0.0163934426229508,0.0165300546448087,0,0,0,0,0,0,0,0.0606430155210643,0.0447761194029851,0.0603707136237257,0.0548706240487062,0.0557692307692308,0.0588235294117647,0.0625
"TCD10661","NA",0.0155048076923077,0.0138888888888889,0.0151515151515152,0.0144927536231884,0.0144927536231884,0.0143892339544513,0.0168079096045198,0,0,0,0,0,0,0,0.0599544072948328,0.0507644254479697,0.0607182940516274,0.0668965517241379,0.070523138832998,0.0714285714285714,0.0616346153846154
"TCD10660","NA",0.0149253731343284,0.0138888888888889,0.0138888888888889,0.0144927536231884,0.0142857142857143,0.0136060718252499,0.0144927536231884,0,0,0,0,0,0,0,0.0642712550607287,0.0407722007722008,0.061038961038961,0.057757685352622,0.0621129326047359,0.0714285714285714,0.065595340811044
"TCD10722","NA",0.0149253731343284,0.0138888888888889,0.0149253731343284,0.0151515151515152,0.0149286987522282,0.0143892339544513,0.0158770161290323,0,0,0,0,0,0,0,0.0580562659846547,0.0441176470588235,0.0625992063492063,0.0633722817267121,0.0669444444444444,0.0741293532338308,0.0656830601092896
"GHA21382","NA",0.0153846153846154,0.0145993179880648,0.0151515151515152,0.0151515151515152,0.0151515151515152,0.0158730158730159,0.0242504409171076,0,0,0,0,0,0,0,0.0684931506849315,0.0508327781479014,0.0651983151983152,0.0607954545454545,0.0741666666666667,0.0793650793650794,0.0707332228666114
"GHA21459","NA",0.0158730158730159,0.0144927536231884,0.0166712975826619,0.0157490079365079,0.0152680652680653,0.0169491525423729,0.0175925925925926,0,0,0,0,0,0,0,0.0593514328808446,0.041725352112676,0.0607954545454545,0.0534054054054054,0.0642961235791314,0.0681598062953995,0.0658771929824561
"GHA21479","NA",0.0149253731343284,0.0137937595129376,0.0140845070422535,0.0135135135135135,0.0135135135135135,0.0137937595129376,0.0144927536231884,0,0,0,0,0,0,0,0.0591140159767611,0.0405405405405405,0.0540540540540541,0.0527017543859649,0.0618846694796062,0.0619385342789598,0.0603707136237257
"GHA21572","NA",0.0147058823529412,0.0133333333333333,0.0144927536231884,0.0147058823529412,0.0144927536231884,0.0144927536231884,0.0156402737047898,0,0,0,0,0,0,0,0.0580562659846547,0.0303030303030303,0.0526315789473684,0.0513486513486513,0.0489537925021796,0.0572256728778468,0.0590017825311943
"GHA21493","NA",0.0144927536231884,0.0135135135135135,0.0142857142857143,0.0137937595129376,0.0135135135135135,0.0134234234234234,0.0136986301369863,0,0,0,0,0,0,0,0.0543629343629343,0.0430490405117271,0.0612121212121212,0.0636286919831223,0.0748564867967853,0.0747591158133384,0.0616346153846154
"GHA21497","NA",0.0142857142857143,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0133333333333333,0.0136060718252499,0,0,0,0,0,0,0,0.0512820512820513,0.0285714285714286,0.0540540540540541,0.0534054054054054,0.0556338028169014,0.0556338028169014,0.0655737704918033
"GHA21562","NA",0.0147058823529412,0.0138888888888889,0.0141851106639839,0.0142857142857143,0.0136986301369863,0.0136986301369863,0.0144927536231884,0,0,0,0,0,0,0,0.052773826458037,0.0412720156555773,0.0541281007034432,0.0533333333333333,0.0540540540540541,0.0647311827956989,0.0627016129032258
"GHA21428","NA",0.0155048076923077,0.0141851106639839,0.0147058823529412,0.0151515151515152,0.0149286987522282,0.0165300546448087,0.0244047619047619,0,0,0,0,0,0,0,0.0640257558790593,0.0479204339963833,0.0668493150684931,0.0740740740740741,0.0750757575757576,0.0794285714285714,0.0792493528904228
"TZA46600","NA",0.0149253731343284,0.0140845070422535,0.0149253731343284,0.0157490079365079,0.0144927536231884,0.0149253731343284,0.0145993179880648,0,0,0,0,0,0,0,0.06656346749226,0.0490306441525954,0.0651983151983152,0.0633722817267121,0.064489062031765,0.071880650994575,0.0649989354907388
"TZA46607","NA",0.0144927536231884,0.0138888888888889,0.0144927536231884,0.0143892339544513,0.0142857142857143,0.0155048076923077,0.0197105313273662,0,0,0,0,0,0,0,0.0725703324808184,0.0447761194029851,0.0618055555555556,0.0574891774891775,0.0585030269675289,0.0649989354907388,0.0686860891375651
"TZA46603","NA",0.0153846153846154,0.0138888888888889,0.0149253731343284,0.0145993179880648,0.0142857142857143,0.0142857142857143,0.0151515151515152,0,0,0,0,0,0,0,0.0588935574229692,0.0429831932773109,0.0602774735304856,0.0520164046479836,0.0564185110663984,0.06759047182776,0.0616346153846154
"TZA46459","NA",0.0150384441429218,0.0138888888888889,0.0141851106639839,0.0138888888888889,0.0141851106639839,0.0142857142857143,0.0144927536231884,0,0,0,0,0,0,0,0.0588235294117647,0.0412720156555773,0.0527017543859649,0.0512820512820513,0.0571978021978022,0.0580562659846547,0.0588935574229692
"TZA46474","NA",0.0144927536231884,0.0136986301369863,0.0144927536231884,0.0140845070422535,0.0142857142857143,0.0142857142857143,0.0145993179880648,0,0,0,0,0,0,0,0.0590017825311943,0.0447761194029851,0.0579878665318504,0.058349677780891,0.063519402365636,0.073771407297096,0.0650205058099795
"TZA46620","NA",0.0145993179880648,0.0136986301369863,0.0142857142857143,0.0142857142857143,0.0138888888888889,0.0140845070422535,0.0141851106639839,0,0,0,0,0,0,0,0.0573109243697479,0.0407722007722008,0.0571604600219058,0.0557142857142857,0.0548706240487062,0.0666666666666667,0.0625
"TZA46461","NA",0.0144927536231884,0.0135135135135135,0.0140845070422535,0.0140845070422535,0.0142857142857143,0.0135135135135135,0.0145993179880648,0,0,0,0,0,0,0,0.0591140159767611,0.0449138920780712,0.0590017825311943,0.0668493150684931,0.0660586469637497,0.0780663780663781,0.0658771929824561
"TZA46597","NA",0.0151515151515152,0.0136060718252499,0.0138888888888889,0.0142857142857143,0.0138888888888889,0.0144927536231884,0.0160010240655402,0,0,0,0,0,0,0,0.0588235294117647,0.0412720156555773,0.05428245146555,0.0602774735304856,0.057737030411449,0.0588235294117647,0.0649350649350649
"TZA46507","NA",0.0149253731343284,0.0138888888888889,0.0147058823529412,0.0144927536231884,0.0144927536231884,0.0142857142857143,0.0168079096045198,0,0,0,0,0,0,0,0.0621345029239766,0.0449496702533842,0.0636363636363636,0.0651082251082251,0.0706091973527914,0.0806887532693984,0.0688902124280325
"TZA46610","NA",0.0153846153846154,0.0140845070422535,0.0147058823529412,0.0144927536231884,0.0136986301369863,0.0141851106639839,0.0148156277436348,0,0,0,0,0,0,0,0.0588935574229692,0.0476764199655766,0.0603707136237257,0.0635531135531135,0.061965811965812,0.0687866927592955,0.0625
"TZA46465","NA",0.0152680652680653,0.0140845070422535,0.0150384441429218,0.0147058823529412,0.0142857142857143,0.0147058823529412,0.0169491525423729,0,0,0,0,0,0,0,0.0685882800608828,0.0417857142857143,0.0705882352941176,0.0685882800608828,0.0661549707602339,0.0722222222222222,0.0715320910973085
"TZA46469","NA",0.0136986301369863,0.0130724538619275,0.0130724538619275,0.0131578947368421,0.0136986301369863,0.0136060718252499,0.0140845070422535,0,0,0,0,0,0,0,0.0506978253813697,0.0298507462686567,0.0500632911392405,0.0520164046479836,0.0493078444297956,0.0557142857142857,0.0615384615384615
"TZA46613","NA",0.0153846153846154,0.0136986301369863,0.0141851106639839,0.0145993179880648,0.0145993179880648,0.0142857142857143,0.0148221343873518,0,0,0,0,0,0,0,0.0557971014492753,0.0386153846153846,0.0541281007034432,0.0557142857142857,0.0579878665318504,0.0666666666666667,0.0655737704918033
