IUID,Endemicity,Prev_Year2000,Prev_Year2001,Prev_Year2002,Prev_Year2003,Prev_Year2004,Prev_Year2005,Prev_Year2006,Prev_Year2007,Prev_Year2008,Prev_Year2009,Prev_Year2010,Prev_Year2011,Prev_Year2012,Prev_Year2013,Prev_Year2014,Prev_Year2015,Prev_Year2016,Prev_Year2017,Prev_Year2018,Lower_Bound_Year2000,Lower_Bound_Year2001,Lower_Bound_Year2002,Lower_Bound_Year2003,Lower_Bound_Year2004,Lower_Bound_Year2005,Lower_Bound_Year2006,Lower_Bound_Year2007,Lower_Bound_Year2008,Lower_Bound_Year2009,Lower_Bound_Year2010,Lower_Bound_Year2011,Lower_Bound_Year2012,Lower_Bound_Year2013,Lower_Bound_Year2014,Lower_Bound_Year2015,Lower_Bound_Year2016,Lower_Bound_Year2017,Lower_Bound_Year2018,Upper_Bound_Year2000,Upper_Bound_Year2001,Upper_Bound_Year2002,Upper_Bound_Year2003,Upper_Bound_Year2004,Upper_Bound_Year2005,Upper_Bound_Year2006,Upper_Bound_Year2007,Upper_Bound_Year2008,Upper_Bound_Year2009,Upper_Bound_Year2010,Upper_Bound_Year2011,Upper_Bound_Year2012,Upper_Bound_Year2013,Upper_Bound_Year2014,Upper_Bound_Year2015,Upper_Bound_Year2016,Upper_Bound_Year2017,Upper_Bound_Year2018
SSD44363,Not reported,0.025,0.017323775,0.01428863,0.015038444,0.015625,0.015625,0.015038444,0.014285714,0.024099884,0.014925373,0.014599318,0.014705882,0.014925373,0.013986698,0.013986698,0.014705882,0.012820513,0.013157895,0.012660256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113148629,0.120149254,0.114350649,0.129652605,0.122887946,0.108093318,0.121092437,0.111142322,0.142974239,0.150073529,0.136998663,0.137033866,0.143308703,0.108574419,0.11859639,0.129747899,0.143285714,0.112112403,0.112984155
SSD44364,Not reported,0.023809524,0.014925373,0.014705882,0.014925373,0.014492754,0.014285714,0.014084507,0.01369863,0.014389234,0.014599318,0.013986698,0.014389234,0.014492754,0.014599318,0.01379376,0.014389234,0.014084507,0.014285714,0.013986698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15721904,0.15625,0.133461538,0.191904334,0.18358871,0.171652094,0.133333333,0.147640338,0.161764706,0.169411765,0.187673611,0.176572712,0.164350943,0.148729901,0.15942029,0.143329832,0.169153812,0.151717054,0.137954981
SSD44366,Not reported,0.028778468,0.028370221,0.028985507,0.027027027,0.028577261,0.028169014,0.026315789,0.031746032,0.030536131,0.027212144,0.026153846,0.027222222,0.025807526,0.017241379,0.023809524,0.025158228,0.026315789,0.025974026,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430696203,0.444551282,0.449275362,0.392164039,0.40690854,0.436619718,0.411550204,0.462295082,0.401328125,0.439716101,0.470588235,0.493150685,0.471910112,0.494252874,0.521126761,0.513888889,0.521126761,0.518072289,0.517647059
SSD44365,Not reported,0.036607143,0.037280025,0.031009615,0.028985507,0.028571429,0.028985507,0.027973396,0.033994607,0.029198636,0.027777778,0.028169014,0.028571429,0.030076888,0.032258065,0.029850746,0.028778468,0.028571429,0.03243338,0.02739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3875,0.320512821,0.317416667,0.380530745,0.362351779,0.308036898,0.323943662,0.352520385,0.310224563,0.348556511,0.356083071,0.329732002,0.325270563,0.337837838,0.334333333,0.334507042,0.296764706,0.344127722,0.333467742
SSD44383,Not reported,0.024096386,0.022863862,0.016129032,0.014599318,0.015268065,0.015873016,0.014925373,0.022222222,0.024096386,0.022727273,0.024540801,0.015625,0.015268065,0.015384615,0.015384615,0.016129032,0.015151515,0.015038444,0.013986698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116661567,0.104851785,0.116902215,0.111415525,0.153846154,0.126751055,0.153846154,0.128603896,0.150930154,0.160411765,0.164241294,0.142857143,0.142908903,0.137082771,0.14356203,0.1503125,0.134328358,0.132615546,0.138571429
SSD44397,Not reported,0.024096386,0.022224966,0.026666667,0.02247191,0.016968651,0.020114943,0.025003907,0.025478741,0.025158228,0.025974026,0.024390244,0.019838213,0.015749008,0.014822134,0.015151515,0.014599318,0.015151515,0.015268065,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388169643,0.320708955,0.316666667,0.390285102,0.372142857,0.306451613,0.32522007,0.352112676,0.364864865,0.351351351,0.355263158,0.36555337,0.324675325,0.339918208,0.333333333,0.38028169,0.4,0.37704918,0.338709677
SSD44403,Not reported,0.025316456,0.02247191,0.020942982,0.024540801,0.018000643,0.017565485,0.024540801,0.015384615,0.026315789,0.025645241,0.023529412,0.018867925,0.024096386,0.020585162,0.016393443,0.015151515,0.024548193,0.02138009,0.015749008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308332047,0.294527426,0.282142276,0.289819542,0.240011962,0.230507042,0.193834459,0.237726151,0.286111111,0.264449826,0.292310188,0.236125203,0.24141488,0.297256098,0.305661991,0.228051643,0.251102941,0.329468166,0.298198198
SSD44401,Not reported,0.025978408,0.025641026,0.025166192,0.015384615,0.015384615,0.022988506,0.014925373,0.014389234,0.024096386,0.015151515,0.015628816,0.015504808,0.015384615,0.015384615,0.015151515,0.016129032,0.015151515,0.015038444,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148373016,0.147288603,0.143233083,0.15893825,0.159030197,0.166768293,0.154012346,0.169534632,0.172081129,0.18385446,0.171517857,0.155223005,0.161261631,0.158223684,0.178621032,0.161887255,0.166833333,0.177650538,0.183300539
SSD44341,Not reported,0.035714286,0.031009615,0.032967033,0.032608696,0.026846847,0.033707865,0.028985507,0.032177364,0.028370221,0.027027027,0.028169014,0.027222222,0.025641026,0.026315789,0.027212144,0.026144908,0.026666667,0.027027027,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331799634,0.295399221,0.282142276,0.289819542,0.291699605,0.269003728,0.245262097,0.22478355,0.247013367,0.306169748,0.292310188,0.236125203,0.242318111,0.298458904,0.306749407,0.229277133,0.254665493,0.332070286,0.298198198
SSD44338,Not reported,0.025641026,0.025316456,0.026320346,0.015877016,0.015625,0.017125293,0.017125293,0.022988506,0.01754386,0.018928571,0.015873016,0.016393443,0.014925373,0.015625,0.014084507,0.015151515,0.014925373,0.015384615,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430379747,0.394757576,0.376291667,0.391891892,0.362452046,0.373333333,0.377922078,0.369717773,0.369974415,0.380669831,0.398833333,0.364864865,0.402985075,0.390844948,0.380112949,0.33671875,0.299093473,0.346187979,0.374467735
SSD44342,Not reported,0.015384615,0.015504808,0.014705882,0.014815628,0.015038444,0.015873016,0.014285714,0.01379376,0.015154994,0.013888889,0.013888889,0.013888889,0.014492754,0.013513514,0.013423423,0.01369863,0.013888889,0.012989204,0.012195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073529412,0.088607595,0.08129286,0.071428571,0.083410494,0.078947368,0.081081081,0.073657469,0.073240198,0.071428571,0.071428571,0.065789474,0.089285714,0.075048077,0.066666667,0.058915441,0.061582278,0.058823529,0.054813546
SSD44382,Not reported,0.02739726,0.025641026,0.025316456,0.023284148,0.015756824,0.016397849,0.024691358,0.015154994,0.025316456,0.014492754,0.014815628,0.014925373,0.013888889,0.014928699,0.016001024,0.015388258,0.015625,0.015151515,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331799634,0.267140152,0.248884058,0.249261141,0.291666667,0.269003728,0.245262097,0.238039435,0.286111111,0.306169748,0.281422804,0.223276654,0.212132353,0.202402597,0.272487174,0.220369634,0.221318057,0.276623377,0.255333333
SSD44374,Not reported,0.025478741,0.027027027,0.026666667,0.026144908,0.022222222,0.025974026,0.026315789,0.027783137,0.02739726,0.027027027,0.028169014,0.025974026,0.024691358,0.024393872,0.019560358,0.024706421,0.025316456,0.025316456,0.024695122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414285714,0.329997739,0.318125,0.405898076,0.36326087,0.307123656,0.375,0.352112676,0.364864865,0.351351351,0.355263158,0.392405063,0.324675325,0.414454887,0.333333333,0.38028169,0.4,0.37704918,0.339570294
SSD44373,Not reported,0.016783217,0.019400187,0.015151515,0.015384615,0.014925373,0.015749008,0.017125293,0.014087302,0.023809524,0.014492754,0.014389234,0.014492754,0.014389234,0.015268065,0.013986698,0.014605544,0.014815628,0.014925373,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443073136,0.393939394,0.347375,0.409836066,0.4,0.437132797,0.376339286,0.381935818,0.366507132,0.352984234,0.390501066,0.393633898,0.456309618,0.421052632,0.424733922,0.385122885,0.435512267,0.448316563,0.339570294
SSD44343,Not reported,0.025316456,0.016129032,0.017403148,0.016129032,0.016393443,0.017241379,0.016001024,0.015151515,0.024096386,0.015625,0.016557198,0.015504808,0.015384615,0.015384615,0.015151515,0.015151515,0.017125293,0.014925373,0.013606072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.449038462,0.407888889,0.405898076,0.401333333,0.457142857,0.430357143,0.462295082,0.431458333,0.417844203,0.485714286,0.441558442,0.472972973,0.438991463,0.463405797,0.479230176,0.435512267,0.460105326,0.409136873
SSD44380,Not reported,0.023669468,0.023255814,0.016129032,0.016001024,0.015384615,0.015384615,0.014925373,0.015384615,0.025641026,0.014925373,0.015154994,0.014925373,0.014709063,0.015151515,0.013986698,0.012820513,0.012583096,0.013157895,0.012658228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182034632,0.154032258,0.181818182,0.173976982,0.173223938,0.147603687,0.165304816,0.167884615,0.160768116,0.162857575,0.193570789,0.217948718,0.204819277,0.171359649,0.149297512,0.166666667,0.171052632,0.151162791,0.166725352
SSD44377,Not reported,0.014492754,0.015268065,0.015384615,0.015873016,0.014492754,0.015384615,0.016393443,0.015384615,0.026315789,0.015625,0.016269841,0.014925373,0.015625,0.015384615,0.014285714,0.014599318,0.015625,0.014285714,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136658249,0.112676056,0.127063772,0.149344197,0.13914801,0.133358209,0.121306818,0.129934608,0.145101816,0.115428571,0.13724026,0.133210784,0.152414773,0.139083333,0.099139493,0.112716298,0.123721104,0.092482517,0.138571429
SSD44371,Not reported,0.015038444,0.016393443,0.013888889,0.014705882,0.013888889,0.015154994,0.014185111,0.013245614,0.014709063,0.014084507,0.013888889,0.014285714,0.013888889,0.014925373,0.013513514,0.013157895,0.012820513,0.013157895,0.010638298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197368421,0.222222222,0.197183099,0.191831841,0.159030197,0.140776042,0.154012346,0.183445369,0.159720497,0.184118142,0.166785714,0.181818182,0.152092352,0.158223684,0.180708333,0.216444614,0.214285714,0.240740741,0.24137931
SSD44372,Not reported,0.017862839,0.021545233,0.014815628,0.015628816,0.015384615,0.016393443,0.015512266,0.016001024,0.023268398,0.014925373,0.014925373,0.014492754,0.014492754,0.014705882,0.013888889,0.01369863,0.014084507,0.013157895,0.01273937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.150284293,0.140895372,0.171943204,0.171439732,0.151695527,0.166730769,0.148019126,0.148729901,0.156387868,0.18765121,0.174079106,0.157276786,0.167083333,0.164639052,0.163361742,0.159434783,0.14754902,0.125044014
SSD44344,Not reported,0.035714286,0.035725678,0.034250585,0.032786885,0.03030303,0.028985507,0.036590808,0.034108527,0.038961039,0.031874526,0.032522475,0.033314876,0.035714286,0.040540541,0.042253521,0.033060109,0.038967611,0.037127578,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443037975,0.461538462,0.347375,0.390733707,0.372142857,0.436619718,0.375,0.380952381,0.364864865,0.351351351,0.388059701,0.392405063,0.455882353,0.438356164,0.421875,0.382352941,0.435512267,0.447368421,0.340110357
SSD44336,Not reported,0.025316456,0.021937185,0.017241379,0.02247191,0.016393443,0.016954023,0.014822134,0.025816123,0.027212144,0.019838213,0.019490255,0.014925373,0.014925373,0.020976764,0.016397849,0.014705882,0.015151515,0.014705882,0.022616918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444462025,0.417788462,0.348714286,0.383274648,0.365878788,0.438037559,0.378125,0.383752515,0.306376386,0.35136693,0.391044776,0.333892463,0.457600048,0.440276048,0.422866587,0.384765949,0.420698102,0.429041353,0.335211268
SSD44333,Not reported,0.026671408,0.025641026,0.026666667,0.019086022,0.021858576,0.025332692,0.024691358,0.026315789,0.026666667,0.027777778,0.024691358,0.025,0.025,0.017241379,0.019322344,0.016393443,0.023529412,0.023669468,0.024096386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330411184,0.29187358,0.283660795,0.290068598,0.29189441,0.267334811,0.243985688,0.240810707,0.288095238,0.307135046,0.293593544,0.253830645,0.239633174,0.295945946,0.305535865,0.221200421,0.253990964,0.332305829,0.301450231
SSD44334,Not reported,0.025641026,0.027783137,0.025807526,0.026315789,0.027212144,0.02739726,0.027777778,0.029631255,0.030076888,0.02739726,0.028169014,0.026666667,0.025641026,0.024695122,0.019053527,0.022727273,0.020102483,0.015873016,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0.263888889,0.246376812,0.267857143,0.289855072,0.264705882,0.241935484,0.220338983,0.243945229,0.260404896,0.275092213,0.213114754,0.187591912,0.19047619,0.268656716,0.216216216,0.216216216,0.272727273,0.253333333
SSD44378,Not reported,0.015749008,0.014815628,0.014705882,0.015384615,0.014492754,0.015504808,0.014705882,0.013333333,0.014285714,0.013513514,0.013888889,0.013888889,0.014084507,0.013513514,0.013513514,0.012908061,0.01369863,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118842523,0.098591549,0.098053024,0.111111111,0.109935065,0.09810049,0.100073529,0.11127451,0.12720997,0.108371507,0.108333333,0.093846154,0.095394287,0.106056236,0.094195261,0.09606668,0.087163561,0.101811594,0.1076333
SSD44381,Not reported,0.015749008,0.015756824,0.014705882,0.015384615,0.014815628,0.014925373,0.014084507,0.014087302,0.014492754,0.014492754,0.014925373,0.014492754,0.014925373,0.013157895,0.012903763,0.013428262,0.012820513,0.013157895,0.011764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137888756,0.148937908,0.144215292,0.175017507,0.149490642,0.141077629,0.13472973,0.183445369,0.153039537,0.141813725,0.171517857,0.167045455,0.152092352,0.156639415,0.183020325,0.185010669,0.18262987,0.216829329,0.224126588
SSD44375,Not reported,0.021279004,0.015504808,0.014705882,0.016261237,0.015384615,0.016001024,0.014925373,0.014925373,0.017246506,0.014925373,0.014285714,0.014389234,0.014492754,0.014599318,0.014084507,0.014389234,0.014285714,0.013888889,0.013245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117830882,0.120076447,0.127118347,0.125336538,0.116768293,0.126726545,0.130507246,0.130790043,0.152113612,0.188235294,0.184051724,0.180834449,0.189873418,0.156658212,0.171052632,0.166666667,0.133985507,0.147817837,0.133617288
GMB47646,Low prevalence (less than 20%),0.015873016,0.014389234,0.014928699,0.014925373,0.013606072,0.013888889,0.014705882,0.01369863,0.015038444,0.014185111,0.015038444,0.014285714,0.014389234,0.014705882,0.014084507,0.013515982,0.013157895,0.013333333,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100398551,0.147149476,0.181818182,0.121471292,0.146529081,0.152337819,0.159109731,0.154120879,0.154761905,0.142058824,0.160525599,0.123174603,0.135802469,0.139240506,0.116028553,0.107739726,0.096954689,0.111150235,0.109589041
GMB47624,Non-endemic,0.023952955,0.016001024,0.016393443,0.015628816,0.015384615,0.016261237,0.015151515,0.013986698,0.024243315,0.015268065,0.015038444,0.014285714,0.014925373,0.015625,0.015151515,0.015151515,0.015038444,0.014285714,0.013606072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162616305,0.16491683,0.140942365,0.172357537,0.155353213,0.152521793,0.134109589,0.134779412,0.148366348,0.157204861,0.138162879,0.14356203,0.161261631,0.154761905,0.169163732,0.156754961,0.160268293,0.162887597,0.126472701
GMB47645,Low prevalence (less than 20%),0.015038444,0.014925373,0.016001024,0.014705882,0.014925373,0.014285714,0.014599318,0.014389234,0.016261237,0.014709063,0.014492754,0.014815628,0.014925373,0.014928699,0.013606072,0.013423423,0.013513514,0.0122704,0.011906449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074684271,0.084787612,0.089552239,0.076923077,0.082191781,0.075,0.068965517,0.06897749,0.073589911,0.08974359,0.066744186,0.078947368,0.065811404,0.084507042,0.080645161,0.095890411,0.082279843,0.069981061,0.053470588
GMB47654,Low prevalence (less than 20%),0.025158228,0.016539092,0.015151515,0.016261237,0.014815628,0.015749008,0.014925373,0.014285714,0.016261237,0.014815628,0.014285714,0.014815628,0.014925373,0.015384615,0.014925373,0.015151515,0.014925373,0.01369863,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414688065,0.417083333,0.347375,0.391891892,0.4,0.334333333,0.375,0.352638217,0.364864865,0.351351351,0.355841038,0.329043497,0.325844156,0.421052632,0.333783784,0.380333471,0.400507246,0.378070712,0.340110357
GMB47625,Unknown,0.016993088,0.015873016,0.022431078,0.016397849,0.015384615,0.016393443,0.020098039,0.015749008,0.025807526,0.025158228,0.023064687,0.014925373,0.015384615,0.015384615,0.015151515,0.01969697,0.014389234,0.015384615,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20158914,0.224679487,0.201628521,0.24830673,0.246090734,0.245119048,0.219610364,0.236427017,0.285714286,0.214481481,0.250625,0.221838235,0.21056713,0.19900748,0.189333333,0.227009977,0.215970825,0.243274854,0.245213249
GMB47651,Low prevalence (less than 20%),0.029198636,0.026491228,0.02739726,0.025478741,0.01754386,0.024845679,0.025974026,0.026846847,0.02739726,0.026666667,0.025,0.016530055,0.022048193,0.023542446,0.015873016,0.026315789,0.026315789,0.025478741,0.025158228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374163113,0.393939394,0.346666667,0.380844092,0.362351779,0.3375,0.310300926,0.353658537,0.309436275,0.330140693,0.298167293,0.274112216,0.310229559,0.335357143,0.391891892,0.366549296,0.325,0.4,0.333467742
GMB47641,Non-endemic,0.014925373,0.013423423,0.01428863,0.01369863,0.012820513,0.012903763,0.012658228,0.012658228,0.013333333,0.0125,0.012820513,0.011911514,0.01242284,0.012121657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085714286,0.091101152,0.106777778,0.095890411,0.083901515,0.079179567,0.08206089,0.068052291,0.076376214,0.082439618,0.06980897,0.067567568,0.066278883,0.06999694,0.066736111,0.09380351,0.085714286,0.059057487,0.045045605
GMB47628,Non-endemic,0.026315789,0.021545233,0.027587519,0.016261237,0.019641495,0.016530055,0.024691358,0.023839932,0.025015635,0.023529412,0.015504808,0.014925373,0.015384615,0.015384615,0.015268065,0.014389234,0.014925373,0.015151515,0.013606072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147556163,0.150017123,0.143506494,0.143035714,0.153873239,0.162604167,0.133846154,0.149450959,0.151898734,0.147166667,0.166776316,0.155041845,0.136083878,0.150165663,0.175089286,0.15687751,0.166666667,0.153846154,0.167097701
